Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
70,3.0,0.0,0.0,911.0,10.0,74.0,4696.0,0.1,66.00700000000003,0.0,0.0,1034.6445240974426,,,,,,,,,,,,,,,,,,,,,30.11037911734975,20.263637939502413,63.906581201137186,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,3.0,0.0,0.0,1278.0,11.0,367.0,5063.0,0.1,339.02699999999993,0.0,0.0,1067.0348064899445,,,,,,,,,,,,,,,,,,,,,151.7471007340374,81.76241367244526,283.9033368008733,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,3.0,0.0,0.0,1360.0,12.0,82.0,5145.0,0.1,73.00800000000004,0.0,0.0,1074.58145570755,,,,,,,,,,,,,,,,,,,,,33.02777615329761,22.350589062372617,70.44053298085834,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,3.0,0.0,0.0,1546.0,13.0,186.0,5331.0,0.1,172.01300000000006,0.0,0.0,1091.507910490036,,,,,,,,,,,,,,,,,,,,,76.47789584857874,48.92307757797626,158.10416159118526,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,3.0,0.0,0.0,1668.0,14.0,122.0,5453.0,0.1,111.01000000000005,0.0,0.0,1102.574107170105,,,,,,,,,,,,,,,,,,,,,50.00224544909161,32.877088750401306,105.11986065666353,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3.0,0.0,0.0,1821.0,15.0,153.0,5606.0,0.1,138.01400000000007,0.0,0.0,1116.3808958530426,,,,,,,,,,,,,,,,,,,,,60.77287896903415,40.56434572779407,128.97356767952925,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3.0,0.0,0.0,2233.0,16.0,412.0,6018.0,0.1,403.0079999999998,0.0,0.0,1152.6061968803406,,,,,,,,,,,,,,,,,,,,,174.37707654892034,97.98603169194317,331.8279685710181,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,3.0,0.0,0.0,2631.0,17.0,398.0,6416.0,0.1,386.01099999999974,0.0,0.0,1187.5598068237305,,,,,,,,,,,,,,,,,,,,,166.54078480257198,95.44483057601232,320.3681836476879,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,3.0,0.0,0.0,2744.0,18.0,113.0,6529.0,0.1,106.00600000000003,0.0,0.0,1198.01970744133,,,,,,,,,,,,,,,,,,,,,49.36921666398523,30.79014859464777,100.62843475805107,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,3.0,0.0,0.0,2846.0,19.0,102.0,6631.0,0.1,93.00800000000004,0.0,0.0,1207.2435677051544,,,,,,,,,,,,,,,,,,,,,42.445708189612205,27.75622164980706,88.85616123096027,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3.0,0.0,0.0,2962.0,20.0,116.0,6747.0,0.1,80.03500000000017,0.0,0.0,1217.821933746338,,,,,,,,,,,,,,,,,,,,,27.900526535968,26.218842355419127,76.95236670286675,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4.0,0.0,0.0,51.0,1.0,51.0,6798.0,0.1,41.00899999999998,0.0,0.0,1617.283716917038,,,,,,,,,,,,,,,,,,,,,17.454800787434774,13.435372506879776,40.199163287252034,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4.0,0.0,0.0,115.0,2.0,64.0,6862.0,0.1,51.01199999999997,0.0,0.0,1623.0649383068085,,,,,,,,,,,,,,,,,,,,,21.164782859423745,16.62285587329906,49.75691797603098,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4.0,0.0,0.0,157.0,3.0,42.0,6904.0,0.1,33.00799999999998,0.0,0.0,1627.0584256649017,,,,,,,,,,,,,,,,,,,,,13.995459795260496,10.983089442874787,32.48512846039139,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4.0,0.0,0.0,202.0,4.0,45.0,6949.0,0.1,36.00799999999998,0.0,0.0,1631.2624390125275,,,,,,,,,,,,,,,,,,,,,15.421392451419178,11.872868117129112,35.384771497910464,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4.0,0.0,0.0,238.0,5.0,36.0,6985.0,0.1,29.006000000000007,0.0,0.0,1635.0243310928345,,,,,,,,,,,,,,,,,,,,,12.770390420507061,9.613695843697267,28.60344422987728,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4.0,0.0,0.0,323.0,6.0,85.0,7070.0,0.1,77.00700000000003,0.0,0.0,1642.781638622284,,,,,,,,,,,,,,,,,,,,,35.32885395917381,23.271343838580417,74.15227781682607,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4.0,0.0,0.0,501.0,7.0,178.0,7248.0,0.1,169.00800000000004,0.0,0.0,1658.5203626155853,,,,,,,,,,,,,,,,,,,,,77.24577971322088,47.15834384790393,155.56923411003277,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4.0,0.0,0.0,563.0,8.0,62.0,7310.0,0.1,54.006999999999984,0.0,0.0,1664.1916160583496,,,,,,,,,,,,,,,,,,,,,24.387818332629983,16.925356081308077,52.6001028690121,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.0,0.0,0.0,756.0,9.0,193.0,7503.0,0.1,163.02900000000014,0.0,0.0,1681.0070202350616,,,,,,,,,,,,,,,,,,,,,70.50777682826578,44.85257407586257,149.72028993171833,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4.0,0.0,0.0,867.0,10.0,111.0,7614.0,0.1,104.00600000000003,0.0,0.0,1691.1378252506256,,,,,,,,,,,,,,,,,,,,,48.437524702243124,30.267125617038484,98.82698991088293,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4.0,0.0,0.0,977.0,11.0,110.0,7724.0,0.1,86.02300000000011,0.0,0.0,1700.8840959072113,,,,,,,,,,,,,,,,,,,,,33.83387037014294,27.55206834091762,82.46612404124275,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4.0,0.0,0.0,1137.0,12.0,160.0,7884.0,0.1,142.01700000000002,0.0,0.0,1715.1278820037842,,,,,,,,,,,,,,,,,,,,,66.48813027163048,38.96176128643179,131.64205161772298,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4.0,0.0,0.0,1246.0,13.0,109.0,7993.0,0.1,102.00600000000003,0.0,0.0,1724.6085646152496,,,,,,,,,,,,,,,,,,,,,47.50467971667093,29.742920533771798,97.02193676247109,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4.0,0.0,0.0,1405.0,14.0,159.0,8152.0,0.1,150.00800000000004,0.0,0.0,1738.7704360485077,,,,,,,,,,,,,,,,,,,,,68.69879986920576,42.460473179126936,139.3634784141462,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4.0,0.0,0.0,1446.0,15.0,41.0,8193.0,0.1,31.00900000000001,0.0,0.0,1742.7051906585693,,,,,,,,,,,,,,,,,,,,,12.729554394343744,10.452992223838065,30.548154029737354,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4.0,0.0,0.0,1533.0,16.0,87.0,8280.0,0.1,72.01400000000007,0.0,0.0,1750.6826016902924,,,,,,,,,,,,,,,,,,,,,30.314872956912197,22.843074072255128,69.51556767252602,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4.0,0.0,0.0,1687.0,17.0,154.0,8434.0,0.1,145.00800000000004,0.0,0.0,1764.2427122592926,,,,,,,,,,,,,,,,,,,,,66.43249083788166,41.20807208709934,135.04735607576174,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4.0,0.0,0.0,1830.0,18.0,143.0,8577.0,0.1,135.00700000000003,0.0,0.0,1777.0845773220062,,,,,,,,,,,,,,,,,,,,,62.31030263368164,38.4687894206363,126.34919877172827,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4.0,0.0,0.0,2043.0,19.0,213.0,8790.0,0.1,205.00700000000003,0.0,0.0,1795.6063644886017,,,,,,,,,,,,,,,,,,,,,93.59519797509977,55.56719007909064,185.44192123184646,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4.0,0.0,0.0,2193.0,20.0,150.0,8940.0,0.1,142.00700000000003,0.0,0.0,1808.828948020935,,,,,,,,,,,,,,,,,,,,,65.50214779576167,40.23645020153207,132.446438260719,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5.0,0.0,0.0,88.0,1.0,88.0,9028.0,0.1,80.00700000000003,0.0,0.0,2222.9479970932007,,,,,,,,,,,,,,,,,,,,,36.746963586715815,24.08379193391602,76.92704436605678,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,5.0,0.0,0.0,300.0,2.0,212.0,9240.0,0.1,198.01300000000006,0.0,0.0,2241.458410024643,,,,,,,,,,,,,,,,,,,,,87.9728804948675,55.224552524412424,179.72201364035539,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5.0,0.0,0.0,352.0,3.0,52.0,9292.0,0.1,43.00799999999998,0.0,0.0,2246.3112075328827,,,,,,,,,,,,,,,,,,,,,18.756474760339877,13.918705367576116,42.11685490541826,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5.0,0.0,0.0,391.0,4.0,39.0,9331.0,0.1,30.00800000000001,0.0,0.0,2250.0240592956543,,,,,,,,,,,,,,,,,,,,,12.573202423156967,10.084089981477542,29.57676906686154,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5.0,0.0,0.0,488.0,5.0,97.0,9428.0,0.1,88.00800000000004,0.0,0.0,2258.676513195038,,,,,,,,,,,,,,,,,,,,,40.10047704643499,26.418282230112226,84.2867429256041,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5.0,0.0,0.0,1206.0,6.0,718.0,10146.0,0.1,636.0810000000002,0.0,0.0,2320.3705503940582,,,,,,,,,,,,,,,,,,,,,270.3074822946885,133.234092646516,442.8855559387348,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5.0,0.0,0.0,1327.0,7.0,121.0,10267.0,0.1,99.0210000000001,0.0,0.0,2331.105616569519,,,,,,,,,,,,,,,,,,,,,42.805964886729,28.57705869825634,94.02944310547365,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,5.0,0.0,0.0,1400.0,8.0,73.0,10340.0,0.1,63.00899999999998,0.0,0.0,2337.7317056655884,,,,,,,,,,,,,,,,,,,,,27.898481970662843,19.730489170933616,61.09453879920121,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,5.0,0.0,0.0,1460.0,9.0,60.0,10400.0,0.1,54.00499999999999,0.0,0.0,2343.2469527721405,,,,,,,,,,,,,,,,,,,,,25.198756414674246,16.599212672436853,52.59821845380871,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,5.0,0.0,0.0,1593.0,10.0,133.0,10533.0,0.1,127.00500000000002,0.0,0.0,2355.174446105957,,,,,,,,,,,,,,,,,,,,,59.52518741008344,35.98282890121189,119.32668411600686,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,5.0,0.0,0.0,1710.0,11.0,117.0,10650.0,0.1,108.00800000000004,0.0,0.0,2365.4611954689026,,,,,,,,,,,,,,,,,,,,,49.44180903524567,31.720467013813117,102.42806203889207,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,5.0,0.0,0.0,1798.0,12.0,88.0,10738.0,0.1,80.00700000000003,0.0,0.0,2373.4558622837067,,,,,,,,,,,,,,,,,,,,,36.746963586715815,24.08379193391602,76.92704436605678,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5.0,0.0,0.0,1933.0,13.0,135.0,10873.0,0.1,125.00900000000004,0.0,0.0,2385.4506471157074,,,,,,,,,,,,,,,,,,,,,56.87271115339315,36.328579282023234,117.56619882574465,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,5.0,0.0,0.0,1973.0,14.0,40.0,10913.0,0.1,29.010000000000012,0.0,0.0,2389.361496448517,,,,,,,,,,,,,,,,,,,,,11.497130001297815,9.892464917417279,28.607300794235773,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,5.0,0.0,0.0,2150.0,15.0,177.0,11090.0,0.1,167.00900000000004,0.0,0.0,2405.2021493911743,,,,,,,,,,,,,,,,,,,,,75.92049821679397,46.886806773842956,153.87867528752736,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,5.0,0.0,0.0,2292.0,16.0,142.0,11232.0,0.1,131.01000000000005,0.0,0.0,2417.8124825954437,,,,,,,,,,,,,,,,,,,,,59.20508448666119,38.061858734491544,122.84845205855925,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5.0,0.0,0.0,2376.0,17.0,84.0,11316.0,0.1,75.00800000000004,0.0,0.0,2425.4342789649963,,,,,,,,,,,,,,,,,,,,,33.9738427447489,22.897870160495163,72.2987223554296,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,5.0,0.0,0.0,2483.0,18.0,107.0,11423.0,0.1,98.00800000000004,0.0,0.0,2435.0162148475647,,,,,,,,,,,,,,,,,,,,,44.78443046829138,29.085733752474923,93.40277809330136,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,5.0,0.0,0.0,2614.0,19.0,131.0,11554.0,0.1,122.00800000000004,0.0,0.0,2446.5691022872925,,,,,,,,,,,,,,,,,,,,,55.915989127235534,35.3572153201383,114.91271594350326,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,5.0,0.0,0.0,2887.0,20.0,273.0,11827.0,0.1,265.00699999999983,0.0,0.0,2470.4041616916656,,,,,,,,,,,,,,,,,,,,,119.30933992952762,69.26169629842656,232.90111953719403,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,6.0,0.0,0.0,60.0,1.0,60.0,11887.0,0.1,53.005999999999986,0.0,0.0,2882.571114063263,,,,,,,,,,,,,,,,,,,,,24.30730047304795,16.491179617172204,51.650811944694574,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,6.0,0.0,0.0,160.0,2.0,100.0,11987.0,0.1,91.00800000000004,0.0,0.0,2891.7713997364044,,,,,,,,,,,,,,,,,,,,,41.508387690397555,27.222072928548776,87.03113647276933,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,6.0,0.0,0.0,398.0,3.0,238.0,12225.0,0.1,231.00600000000003,0.0,0.0,2912.497306585312,,,,,,,,,,,,,,,,,,,,,105.30038211433096,61.35829019645313,206.35701673323922,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,6.0,0.0,0.0,496.0,4.0,98.0,12323.0,0.1,90.00700000000003,0.0,0.0,2921.3445382118225,,,,,,,,,,,,,,,,,,,,,41.45714654641243,26.769367533398338,86.11634621453445,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,6.0,0.0,0.0,547.0,5.0,51.0,12374.0,0.1,40.00999999999998,0.0,0.0,2926.131819009781,,,,,,,,,,,,,,,,,,,,,16.64873767867921,13.223150517013835,39.239353846726964,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,6.0,0.0,0.0,1261.0,6.0,714.0,13088.0,0.1,707.0059999999999,0.0,0.0,2987.4268844127655,,,,,,,,,,,,,,,,,,,,,281.46161832686465,147.51242292224936,507.05600947756363,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,6.0,0.0,0.0,1887.0,7.0,626.0,13714.0,0.1,608.0169999999996,0.0,0.0,3041.0052440166473,,,,,,,,,,,,,,,,,,,,,245.31486371385088,134.46168655488523,455.36016027551966,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,6.0,0.0,0.0,2085.0,8.0,198.0,13912.0,0.1,185.01200000000006,0.0,0.0,3058.2718052864075,,,,,,,,,,,,,,,,,,,,,82.66281539429639,51.89828162511153,168.9825586867443,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,6.0,0.0,0.0,2410.0,9.0,325.0,14237.0,0.1,297.02699999999993,0.0,0.0,3086.250051498413,,,,,,,,,,,,,,,,,,,,,126.54229082107096,76.75627634522137,256.413325721269,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,6.0,0.0,0.0,3315.0,10.0,905.0,15142.0,0.1,904.0,0.0,0.0,3163.887964248657,,,,,,,,,,,,,,,,,,,,,342.4899342404776,170.70348249645795,595.236487250381,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,6.0,0.0,0.0,3396.0,11.0,81.0,15223.0,0.1,73.00700000000003,0.0,0.0,3171.232619047165,,,,,,,,,,,,,,,,,,,,,33.43455405842624,22.182979404357063,70.4396099014605,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,6.0,0.0,0.0,3505.0,12.0,109.0,15332.0,0.1,101.00700000000003,0.0,0.0,3181.0859229564667,,,,,,,,,,,,,,,,,,,,,46.60723387868813,29.685513161722753,96.11895329485945,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,6.0,0.0,0.0,3740.0,13.0,235.0,15567.0,0.1,200.034,0.0,0.0,3201.4359238147736,,,,,,,,,,,,,,,,,,,,,95.42008770443412,53.46986108618501,177.96603349040555,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,6.0,0.0,0.0,3841.0,14.0,101.0,15668.0,0.1,90.01000000000005,0.0,0.0,3210.4022657871246,,,,,,,,,,,,,,,,,,,,,40.22857410100375,27.291862661278156,86.11906602879019,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,6.0,0.0,0.0,3892.0,15.0,51.0,15719.0,0.1,41.00899999999998,0.0,0.0,3215.394721508026,,,,,,,,,,,,,,,,,,,,,17.454800787434774,13.435372506879776,40.199163287252034,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,6.0,0.0,0.0,4207.0,16.0,315.0,16034.0,0.1,306.0079999999998,0.0,0.0,3242.5260763168335,,,,,,,,,,,,,,,,,,,,,135.88322661819595,78.3960264284514,263.7319838509866,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,6.0,0.0,0.0,4248.0,17.0,41.0,16075.0,0.1,32.00799999999998,0.0,0.0,3246.420036315918,,,,,,,,,,,,,,,,,,,,,13.520894343146582,10.68450666230374,31.51664510549688,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,6.0,0.0,0.0,4441.0,18.0,193.0,16268.0,0.1,183.00900000000004,0.0,0.0,3263.2337052822113,,,,,,,,,,,,,,,,,,,,,83.04616361256824,50.78310133309421,167.3155542156516,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,6.0,0.0,0.0,4541.0,19.0,100.0,16368.0,0.1,93.00600000000003,0.0,0.0,3272.0843291282654,,,,,,,,,,,,,,,,,,,,,43.29269106163023,27.369109963983806,88.8543507409682,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,6.0,0.0,0.0,5156.0,20.0,615.0,16983.0,0.1,593.0209999999995,0.0,0.0,3324.933923482895,,,,,,,,,,,,,,,,,,,,,239.1568831873135,132.63557360371755,446.8327354780223,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
